epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,4813.57,2.05197,2.53077,1.88782,0.36574,0.26205,0.21641,0.08448,2.19087,2.51191,2.02685,0.00056012,0.00056012,0.00056012
88,4869.65,2.07437,2.56085,1.91278,0.35344,0.26548,0.21943,0.08698,2.18746,2.50297,2.0256,0.000545733,0.000545733,0.000545733
89,4925.54,2.05297,2.52679,1.88281,0.33827,0.27339,0.2209,0.09011,2.18756,2.51613,2.02528,0.000531423,0.000531423,0.000531423
90,4983.41,2.04975,2.50471,1.88457,0.35775,0.26211,0.23181,0.09342,2.20189,2.46763,2.03248,0.000517197,0.000517197,0.000517197
91,5042.11,2.05607,2.52835,1.88585,0.35177,0.26347,0.23,0.08919,2.17571,2.50112,2.01241,0.00050306,0.00050306,0.00050306
92,5103.01,2.06925,2.52532,1.89089,0.36316,0.25738,0.22738,0.09029,2.17908,2.48724,2.01837,0.00048902,0.00048902,0.00048902
93,5162.62,2.06349,2.53733,1.89031,0.33411,0.26342,0.22654,0.09449,2.17104,2.48614,2.01061,0.000475081,0.000475081,0.000475081
94,5222.76,2.05092,2.53144,1.89136,0.364,0.27438,0.22807,0.09131,2.18713,2.4672,2.02495,0.00046125,0.00046125,0.00046125
95,5283.85,2.04454,2.49428,1.87197,0.3628,0.27996,0.23522,0.09383,2.17942,2.47173,2.01046,0.000447534,0.000447534,0.000447534
96,5341.86,2.02472,2.4816,1.88692,0.37355,0.2683,0.23655,0.09431,2.16569,2.45672,2.00969,0.000433938,0.000433938,0.000433938
97,5399.42,2.04472,2.49686,1.87622,0.36282,0.27182,0.24112,0.09811,2.1705,2.46236,2.0023,0.000420468,0.000420468,0.000420468
98,5459.52,2.02331,2.46684,1.86819,0.35926,0.27972,0.24935,0.09833,2.17272,2.43844,2.0124,0.00040713,0.00040713,0.00040713
99,5519.12,2.02748,2.46522,1.86864,0.36125,0.27991,0.24266,0.09901,2.16127,2.4373,2.00977,0.00039393,0.00039393,0.00039393
100,5578.92,2.04081,2.47143,1.86889,0.36143,0.27895,0.23763,0.09829,2.15974,2.44837,2.00717,0.000380874,0.000380874,0.000380874
101,5638.9,2.0172,2.46445,1.86684,0.37578,0.27486,0.24555,0.10011,2.15349,2.43509,2.00086,0.000367967,0.000367967,0.000367967
102,5698.25,2.01734,2.45191,1.86734,0.38491,0.26915,0.24539,0.10175,2.15439,2.42024,2.00569,0.000355216,0.000355216,0.000355216
103,5756.16,2.01609,2.44375,1.86222,0.37795,0.28065,0.24826,0.10107,2.15877,2.43937,1.99496,0.000342625,0.000342625,0.000342625
104,5813,2.02303,2.44561,1.86575,0.36585,0.28985,0.24488,0.09903,2.15253,2.44551,2.00077,0.000330201,0.000330201,0.000330201
105,5871.83,2.00487,2.43318,1.85309,0.37466,0.29148,0.24481,0.09976,2.14127,2.42319,1.9944,0.000317948,0.000317948,0.000317948
106,5929.65,1.99739,2.40507,1.8534,0.37386,0.28384,0.24898,0.1006,2.1489,2.42852,2.00205,0.000305872,0.000305872,0.000305872
107,5987.08,1.99825,2.41201,1.84248,0.36544,0.28994,0.24874,0.10308,2.14917,2.40427,2.00206,0.000293979,0.000293979,0.000293979
108,6045.71,1.98169,2.43263,1.85556,0.36903,0.29604,0.25104,0.10105,2.15092,2.40805,1.99523,0.000282273,0.000282273,0.000282273
109,6103.92,1.99632,2.39585,1.83667,0.33556,0.30844,0.24695,0.09995,2.148,2.39791,1.99084,0.00027076,0.00027076,0.00027076
110,6162.35,1.97764,2.38472,1.84036,0.3391,0.2919,0.2506,0.10131,2.16542,2.39597,2.00682,0.000259445,0.000259445,0.000259445
111,6221.11,2.00354,2.39296,1.84616,0.35541,0.29896,0.25759,0.1042,2.14479,2.40296,1.99291,0.000248332,0.000248332,0.000248332
112,6279.4,1.98136,2.37316,1.82897,0.38406,0.29596,0.25973,0.10818,2.14959,2.39753,1.98937,0.000237427,0.000237427,0.000237427
113,6338.06,1.98132,2.36415,1.83038,0.35169,0.30978,0.26515,0.10992,2.14004,2.38666,1.9911,0.000226735,0.000226735,0.000226735
114,6397.76,2.00498,2.39593,1.8377,0.38085,0.31077,0.26689,0.11109,2.13813,2.39423,1.98233,0.000216259,0.000216259,0.000216259
115,6455.05,1.9674,2.36688,1.81248,0.37434,0.30623,0.26966,0.11294,2.12816,2.37266,1.97906,0.000206005,0.000206005,0.000206005
116,6511.59,1.97701,2.36437,1.82972,0.37991,0.31797,0.26981,0.11234,2.13017,2.36944,1.98076,0.000195978,0.000195978,0.000195978
117,6569.67,1.96448,2.34796,1.82035,0.38835,0.29703,0.26456,0.10989,2.13499,2.37391,1.98258,0.000186181,0.000186181,0.000186181
118,6625.74,1.95907,2.33082,1.81178,0.38054,0.3077,0.26914,0.11177,2.13851,2.36423,1.98485,0.000176619,0.000176619,0.000176619
119,6683,1.98605,2.3483,1.82203,0.36272,0.32402,0.26558,0.10986,2.1383,2.36181,1.98428,0.000167296,0.000167296,0.000167296
120,6741.72,1.9684,2.34736,1.82801,0.39114,0.31367,0.26886,0.11089,2.14377,2.36883,1.99264,0.000158216,0.000158216,0.000158216
121,6799.72,1.95124,2.35199,1.8165,0.37827,0.32287,0.26711,0.1103,2.13816,2.36653,1.98829,0.000149383,0.000149383,0.000149383
122,6857.72,1.96392,2.33375,1.82543,0.38411,0.30954,0.27095,0.11179,2.12476,2.35622,1.97422,0.000140801,0.000140801,0.000140801
123,6916.34,1.96674,2.3057,1.80594,0.3901,0.32062,0.27196,0.11336,2.12435,2.35816,1.97057,0.000132474,0.000132474,0.000132474
124,6979.65,1.94733,2.32732,1.81513,0.39696,0.31612,0.27374,0.11444,2.12989,2.35022,1.97579,0.000124405,0.000124405,0.000124405
125,7040.82,1.95177,2.33739,1.8178,0.39471,0.31058,0.27079,0.11463,2.12643,2.34713,1.97289,0.000116599,0.000116599,0.000116599
126,7101.01,1.9572,2.31148,1.81446,0.37443,0.31481,0.26814,0.11322,2.13367,2.35831,1.97763,0.000109058,0.000109058,0.000109058
127,7163.38,1.96077,2.31801,1.81267,0.37583,0.31676,0.27221,0.11504,2.12283,2.35302,1.97116,0.000101785,0.000101785,0.000101785
128,7225.75,1.94128,2.3259,1.80406,0.39276,0.31928,0.27566,0.11569,2.1263,2.35221,1.96873,9.47845e-05,9.47845e-05,9.47845e-05
129,7293.4,1.94517,2.27557,1.80723,0.39513,0.30939,0.27764,0.11569,2.13074,2.34082,1.97002,8.80588e-05,8.80588e-05,8.80588e-05
130,7357.02,1.93489,2.28956,1.79072,0.39741,0.30294,0.2778,0.11618,2.12907,2.33624,1.975,8.16111e-05,8.16111e-05,8.16111e-05
131,7419.11,1.9276,2.27859,1.79139,0.38702,0.31265,0.27412,0.1153,2.11919,2.34394,1.97232,7.54441e-05,7.54441e-05,7.54441e-05
132,7480.97,1.94868,2.2854,1.79884,0.39431,0.31687,0.27453,0.11557,2.12186,2.34452,1.97472,6.95605e-05,6.95605e-05,6.95605e-05
133,7543.75,1.94807,2.29405,1.79596,0.38346,0.3264,0.27629,0.11488,2.1321,2.34911,1.98062,6.3963e-05,6.3963e-05,6.3963e-05
134,7606.06,1.93024,2.28829,1.79813,0.39933,0.31726,0.27268,0.11401,2.13129,2.34987,1.97928,5.86539e-05,5.86539e-05,5.86539e-05
